id,type,properties_json
legacy-result:cape_denison_katabatic,LegacyResultPointer,"{""case_id"": ""cape_denison_katabatic"", ""source_commit"": ""3b135b2c1a1b5c961ce68a101a0414fa0b525d85"", ""source_file_sha256"": ""e5bb379a64a091e8fdb561c7c4689af345d397677aefdd18322bc54db41d1a49"", ""source_i08_case_id"": ""I08-cape_denison_katabatic-S20260805"", ""source_model"": ""Double-MCT"", ""source_path"": ""catwalk-fem/ccx-results/CW-CCX-GH43-BUF-20260830-I08-double-mct-rom/results/I08_43CASE_MASTER.csv"", ""source_row_key"": ""I08-cape_denison_katabatic-S20260805"", ""use_as_c3_truth"": false}"
decision:C3-cape_denison_katabatic-S20260830:1,AgentDecision,"{""agent"": ""AuthorityAgent"", ""decision"": ""C3_CASE_AUTHORITY_CONFIRMED"", ""facts"": {""c3_order"": 39, ""case_id"": ""cape_denison_katabatic"", ""grade"": ""C"", ""source_case_index"": 39, ""source_i08_case_id"": ""I08-cape_denison_katabatic-S20260805""}, ""status"": ""PASS"", ""step"": 1}"
decision:C3-cape_denison_katabatic-S20260830:2,AgentDecision,"{""agent"": ""SolverEvidenceAgent"", ""decision"": ""C3_MODAL_EVIDENCE_BOUND_CASE_RESPONSE_NOT_MATERIALIZED"", ""facts"": {""case_response"": ""NOT_MATERIALIZED"", ""deck_sha256"": ""667c504770b99d4a3c484a114e16bb7c048c883d3a004f3e10dd71536f33dc86"", ""modal_modes"": 14}, ""status"": ""MODAL_EVIDENCE_ONLY"", ""step"": 2}"
decision:C3-cape_denison_katabatic-S20260830:3,AgentDecision,"{""agent"": ""PhysicsBoundaryAgent"", ""decision"": ""REFERENCE_ONLY_C3_ENVELOPE"", ""facts"": {""c3_layer"": ""L4"", ""c3_stationary_eligible"": false, ""claim"": ""envelope_only"", ""classification_disposition"": ""C3_ENVELOPE_ONLY_RECLASSIFIED"", ""legacy_value_transfer"": false, ""source_stationarity"": ""stationary_ok""}, ""status"": ""REFERENCE_ONLY_C3_ENVELOPE"", ""step"": 3}"
decision:C3-cape_denison_katabatic-S20260830:4,AgentDecision,"{""agent"": ""WarningPolicyAgent"", ""decision"": ""NOT_ARMED"", ""facts"": {""c3_response"": ""NOT_MATERIALIZED"", ""dispatch"": false, ""physics_decision"": ""REFERENCE_ONLY_C3_ENVELOPE""}, ""status"": ""NOT_ARMED"", ""step"": 4}"
case:C3-thule_1972_gust-S20260830,C3WindCase,"{""U10_mps"": 65.1, ""c3_case_id"": ""C3-thule_1972_gust-S20260830"", ""c3_claim"": ""needs_recheck"", ""c3_layer"": ""L3"", ""c3_order"": 40, ""c3_response_state"": ""NOT_MATERIALIZED"", ""classification_disposition"": ""UNCHANGED_STATIONARY_ELIGIBLE"", ""grade"": ""C"", ""group"": ""G7_polar"", ""gust_mps"": 92.5, ""id"": ""thule_1972_gust"", ""n"": 40, ""name_cn"": ""1972图勒阵风"", ""source_case_index"": 40, ""source_i08_case_id"": ""I08-thule_1972_gust-S20260805"", ""source_name_cn"": ""图勒基地1972阵风"", ""source_stationarity"": ""stationary_ok"", ""stationary"": true, ""wind_pressure_index"": 2.800675}"
authority-record:thule_1972_gust,SourceAuthorityRecord,"{""Davenport_C"": ""8.0"", ""Iu"": ""0.15"", ""Kaimal_Lu_m"": ""120.0"", ""Kaimal_Lw_m"": ""60.0"", ""U10_sustained_ms"": ""65.1"", ""U_deck_ms"": ""79.47961680283265"", ""case_index"": ""40"", ""category"": ""katabatic"", ""coherence_model"": ""Davenport_exp"", ""confidence"": ""C"", ""derived_seed"": ""20260805"", ""derived_u_component_seed"": ""20260816"", ""derived_w_component_seed"": ""20260834"", ""dt_s"": ""0.05"", ""duration_s"": ""600.0"", ""github_scenario_id"": ""thule_1972_gust"", ""github_seed_status"": ""NOT_PRESENT_IN_GITHUB_SPECTRAL_SWEEP"", ""gust3s_ms"": ""92.5"", ""gust3s_role"": ""METADATA_ONLY_NOT_CONSUMED_BY_WIND_GENERATION"", ""i08_case_id"": ""I08-thule_1972_gust-S20260805"", ""materialization_status"": ""NOT_MATERIALIZED_MATRIX_ONLY"", ""maximum_frequency_hz"": ""5.0"", ""minimum_frequency_hz"": ""0.0016666666666666668"", ""minimum_frequency_policy"": ""GitHub_N_GRID_min_5e-4_Hz_raised_to_1_over_600_for_periodic_600s_record"", ""name_cn"": ""图勒基地1972阵风"", ""note_cn"": ""非山地非热带气旋的地面最大阵风之一; U10=92.5/1.42名义"", ""region"": ""格陵兰"", ""representative_event"": ""1972-03-06 Thule AFB 阵风207 mph"", ""sample_count"": ""12000"", ""sigma_u_definition"": ""sigma_u=Iu*U10_not_Iu*U_deck"", ""sigma_w_over_sigma_u"": ""0.5"", ""solver_execution_status"": ""NOT_EXECUTED"", ""source"": ""USAF 站纪录 (wunderground Category 6 对照表)"", ""stationarity"": ""stationary_ok"", ""structural_damping_ratio"": ""0.005"", ""wind_profile"": ""U_deck=U10*ln(60/0.003)/ln(10/0.003)"", ""wind_spectrum"": ""Kaimal""}"
github-event:thule_1972_gust,GitHubEvent,"{""scenario_id"": ""thule_1972_gust"", ""source_case_index"": 40, ""source_stationarity"": ""stationary_ok""}"
evidence-bundle:C3-thule_1972_gust-S20260830,ResultEvidenceBundle,"{""authority_bound"": true, ""c3_response_state"": ""NOT_MATERIALIZED"", ""modal_receipt_bound"": true, ""numerical_response_metrics"": false, ""scope"": ""C3_MODEL_MIGRATION""}"
response:C3-thule_1972_gust-S20260830,C3CaseResponse,"{""state"": ""NOT_MATERIALIZED"", ""transferred_numeric_values"": false}"
trace:C3-thule_1972_gust-S20260830,AgentTrace,"{""dispatch"": false, ""final_status"": ""NOT_ARMED""}"
legacy-result:thule_1972_gust,LegacyResultPointer,"{""case_id"": ""thule_1972_gust"", ""source_commit"": ""3b135b2c1a1b5c961ce68a101a0414fa0b525d85"", ""source_file_sha256"": ""e5bb379a64a091e8fdb561c7c4689af345d397677aefdd18322bc54db41d1a49"", ""source_i08_case_id"": ""I08-thule_1972_gust-S20260805"", ""source_model"": ""Double-MCT"", ""source_path"": ""catwalk-fem/ccx-results/CW-CCX-GH43-BUF-20260830-I08-double-mct-rom/results/I08_43CASE_MASTER.csv"", ""source_row_key"": ""I08-thule_1972_gust-S20260805"", ""use_as_c3_truth"": false}"
decision:C3-thule_1972_gust-S20260830:1,AgentDecision,"{""agent"": ""AuthorityAgent"", ""decision"": ""C3_CASE_AUTHORITY_CONFIRMED"", ""facts"": {""c3_order"": 40, ""case_id"": ""thule_1972_gust"", ""grade"": ""C"", ""source_case_index"": 40, ""source_i08_case_id"": ""I08-thule_1972_gust-S20260805""}, ""status"": ""PASS"", ""step"": 1}"
decision:C3-thule_1972_gust-S20260830:2,AgentDecision,"{""agent"": ""SolverEvidenceAgent"", ""decision"": ""C3_MODAL_EVIDENCE_BOUND_CASE_RESPONSE_NOT_MATERIALIZED"", ""facts"": {""case_response"": ""NOT_MATERIALIZED"", ""deck_sha256"": ""667c504770b99d4a3c484a114e16bb7c048c883d3a004f3e10dd71536f33dc86"", ""modal_modes"": 14}, ""status"": ""MODAL_EVIDENCE_ONLY"", ""step"": 2}"
decision:C3-thule_1972_gust-S20260830:3,AgentDecision,"{""agent"": ""PhysicsBoundaryAgent"", ""decision"": ""AWAITING_C3_CASE_RESPONSE"", ""facts"": {""c3_layer"": ""L3"", ""c3_stationary_eligible"": true, ""claim"": ""needs_recheck"", ""classification_disposition"": ""UNCHANGED_STATIONARY_ELIGIBLE"", ""legacy_value_transfer"": false, ""source_stationarity"": ""stationary_ok""}, ""status"": ""AWAITING_C3_CASE_RESPONSE"", ""step"": 3}"
decision:C3-thule_1972_gust-S20260830:4,AgentDecision,"{""agent"": ""WarningPolicyAgent"", ""decision"": ""NOT_ARMED"", ""facts"": {""c3_response"": ""NOT_MATERIALIZED"", ""dispatch"": false, ""physics_decision"": ""AWAITING_C3_CASE_RESPONSE""}, ""status"": ""NOT_ARMED"", ""step"": 4}"
case:C3-piteraq_tasiilaq-S20260830,C3WindCase,"{""U10_mps"": 45.0, ""c3_case_id"": ""C3-piteraq_tasiilaq-S20260830"", ""c3_claim"": ""envelope_only"", ""c3_layer"": ""L4"", ""c3_order"": 41, ""c3_response_state"": ""NOT_MATERIALIZED"", ""classification_disposition"": ""C3_ENVELOPE_ONLY_RECLASSIFIED"", ""grade"": ""C"", ""group"": ""G7_polar"", ""gust_mps"": 80.0, ""id"": ""piteraq_tasiilaq"", ""n"": 41, ""name_cn"": ""皮特拉克"", ""source_case_index"": 41, ""source_i08_case_id"": ""I08-piteraq_tasiilaq-S20260805"", ""source_name_cn"": ""格陵兰皮特拉克风暴"", ""source_stationarity"": ""stationary_ok"", ""stationary"": false, ""wind_pressure_index"": 1.338215}"
authority-record:piteraq_tasiilaq,SourceAuthorityRecord,"{""Davenport_C"": ""8.0"", ""Iu"": ""0.16"", ""Kaimal_Lu_m"": ""120.0"", ""Kaimal_Lw_m"": ""60.0"", ""U10_sustained_ms"": ""45.0"", ""U_deck_ms"": ""54.93982728306405"", ""case_index"": ""41"", ""category"": ""katabatic"", ""coherence_model"": ""Davenport_exp"", ""confidence"": ""C"", ""derived_seed"": ""20260805"", ""derived_u_component_seed"": ""20260816"", ""derived_w_component_seed"": ""20260834"", ""dt_s"": ""0.05"", ""duration_s"": ""600.0"", ""github_scenario_id"": ""piteraq_tasiilaq"", ""github_seed_status"": ""NOT_PRESENT_IN_GITHUB_SPECTRAL_SWEEP"", ""gust3s_ms"": ""80.0"", ""gust3s_role"": ""METADATA_ONLY_NOT_CONSUMED_BY_WIND_GENERATION"", ""i08_case_id"": ""I08-piteraq_tasiilaq-S20260805"", ""materialization_status"": ""NOT_MATERIALIZED_MATRIX_ONLY"", ""maximum_frequency_hz"": ""5.0"", ""minimum_frequency_hz"": ""0.0016666666666666668"", ""minimum_frequency_policy"": ""GitHub_N_GRID_min_5e-4_Hz_raised_to_1_over_600_for_periodic_600s_record"", ""name_cn"": ""格陵兰皮特拉克风暴"", ""note_cn"": ""文献级估计, 不作定量下结论"", ""region"": ""格陵兰东岸"", ""representative_event"": ""Tasiilaq 1970 强皮特拉克, 阵风估计70-90 m/s"", ""sample_count"": ""12000"", ""sigma_u_definition"": ""sigma_u=Iu*U10_not_Iu*U_deck"", ""sigma_w_over_sigma_u"": ""0.5"", ""solver_execution_status"": ""NOT_EXECUTED"", ""source"": ""DMI 事件回顾 (文献常识级)"", ""stationarity"": ""stationary_ok"", ""structural_damping_ratio"": ""0.005"", ""wind_profile"": ""U_deck=U10*ln(60/0.003)/ln(10/0.003)"", ""wind_spectrum"": ""Kaimal""}"
github-event:piteraq_tasiilaq,GitHubEvent,"{""scenario_id"": ""piteraq_tasiilaq"", ""source_case_index"": 41, ""source_stationarity"": ""stationary_ok""}"
evidence-bundle:C3-piteraq_tasiilaq-S20260830,ResultEvidenceBundle,"{""authority_bound"": true, ""c3_response_state"": ""NOT_MATERIALIZED"", ""modal_receipt_bound"": true, ""numerical_response_metrics"": false, ""scope"": ""C3_MODEL_MIGRATION""}"
response:C3-piteraq_tasiilaq-S20260830,C3CaseResponse,"{""state"": ""NOT_MATERIALIZED"", ""transferred_numeric_values"": false}"
trace:C3-piteraq_tasiilaq-S20260830,AgentTrace,"{""dispatch"": false, ""final_status"": ""NOT_ARMED""}"
legacy-result:piteraq_tasiilaq,LegacyResultPointer,"{""case_id"": ""piteraq_tasiilaq"", ""source_commit"": ""3b135b2c1a1b5c961ce68a101a0414fa0b525d85"", ""source_file_sha256"": ""e5bb379a64a091e8fdb561c7c4689af345d397677aefdd18322bc54db41d1a49"", ""source_i08_case_id"": ""I08-piteraq_tasiilaq-S20260805"", ""source_model"": ""Double-MCT"", ""source_path"": ""catwalk-fem/ccx-results/CW-CCX-GH43-BUF-20260830-I08-double-mct-rom/results/I08_43CASE_MASTER.csv"", ""source_row_key"": ""I08-piteraq_tasiilaq-S20260805"", ""use_as_c3_truth"": false}"
decision:C3-piteraq_tasiilaq-S20260830:1,AgentDecision,"{""agent"": ""AuthorityAgent"", ""decision"": ""C3_CASE_AUTHORITY_CONFIRMED"", ""facts"": {""c3_order"": 41, ""case_id"": ""piteraq_tasiilaq"", ""grade"": ""C"", ""source_case_index"": 41, ""source_i08_case_id"": ""I08-piteraq_tasiilaq-S20260805""}, ""status"": ""PASS"", ""step"": 1}"
decision:C3-piteraq_tasiilaq-S20260830:2,AgentDecision,"{""agent"": ""SolverEvidenceAgent"", ""decision"": ""C3_MODAL_EVIDENCE_BOUND_CASE_RESPONSE_NOT_MATERIALIZED"", ""facts"": {""case_response"": ""NOT_MATERIALIZED"", ""deck_sha256"": ""667c504770b99d4a3c484a114e16bb7c048c883d3a004f3e10dd71536f33dc86"", ""modal_modes"": 14}, ""status"": ""MODAL_EVIDENCE_ONLY"", ""step"": 2}"
decision:C3-piteraq_tasiilaq-S20260830:3,AgentDecision,"{""agent"": ""PhysicsBoundaryAgent"", ""decision"": ""REFERENCE_ONLY_C3_ENVELOPE"", ""facts"": {""c3_layer"": ""L4"", ""c3_stationary_eligible"": false, ""claim"": ""envelope_only"", ""classification_disposition"": ""C3_ENVELOPE_ONLY_RECLASSIFIED"", ""legacy_value_transfer"": false, ""source_stationarity"": ""stationary_ok""}, ""status"": ""REFERENCE_ONLY_C3_ENVELOPE"", ""step"": 3}"
decision:C3-piteraq_tasiilaq-S20260830:4,AgentDecision,"{""agent"": ""WarningPolicyAgent"", ""decision"": ""NOT_ARMED"", ""facts"": {""c3_response"": ""NOT_MATERIALIZED"", ""dispatch"": false, ""physics_decision"": ""REFERENCE_ONLY_C3_ENVELOPE""}, ""status"": ""NOT_ARMED"", ""step"": 4}"
case:C3-barrow_olivia_1996-S20260830,C3WindCase,"{""U10_mps"": 48.9, ""c3_case_id"": ""C3-barrow_olivia_1996-S20260830"", ""c3_claim"": ""record_only"", ""c3_layer"": ""L3"", ""c3_order"": 42, ""c3_response_state"": ""NOT_MATERIALIZED"", ""classification_disposition"": ""UNCHANGED_STATIONARY_ELIGIBLE"", ""grade"": ""A"", ""group"": ""G8_record"", ""gust_mps"": 113.2, ""id"": ""barrow_olivia_1996"", ""n"": 42, ""name_cn"": ""1996巴罗岛WMO阵风纪录"", ""source_case_index"": 42, ""source_i08_case_id"": ""I08-barrow_olivia_1996-S20260805"", ""source_name_cn"": ""巴罗岛奥利维亚(世界阵风纪录)"", ""source_stationarity"": ""stationary_ok"", ""stationary"": true, ""wind_pressure_index"": 1.580223}"
authority-record:barrow_olivia_1996,SourceAuthorityRecord,"{""Davenport_C"": ""8.0"", ""Iu"": ""0.12"", ""Kaimal_Lu_m"": ""120.0"", ""Kaimal_Lw_m"": ""60.0"", ""U10_sustained_ms"": ""48.9"", ""U_deck_ms"": ""59.701278980929594"", ""case_index"": ""42"", ""category"": ""local_record"", ""coherence_model"": ""Davenport_exp"", ""confidence"": ""A"", ""derived_seed"": ""20260805"", ""derived_u_component_seed"": ""20260816"", ""derived_w_component_seed"": ""20260834"", ""dt_s"": ""0.05"", ""duration_s"": ""600.0"", ""github_scenario_id"": ""barrow_olivia_1996"", ""github_seed_status"": ""NOT_PRESENT_IN_GITHUB_SPECTRAL_SWEEP"", ""gust3s_ms"": ""113.2"", ""gust3s_role"": ""METADATA_ONLY_NOT_CONSUMED_BY_WIND_GENERATION"", ""i08_case_id"": ""I08-barrow_olivia_1996-S20260805"", ""materialization_status"": ""NOT_MATERIALIZED_MATRIX_ONLY"", ""maximum_frequency_hz"": ""5.0"", ""minimum_frequency_hz"": ""0.0016666666666666668"", ""minimum_frequency_policy"": ""GitHub_N_GRID_min_5e-4_Hz_raised_to_1_over_600_for_periodic_600s_record"", ""name_cn"": ""巴罗岛奥利维亚(世界阵风纪录)"", ""note_cn"": ""阵风因子2.27-2.75异常(眼壁中尺度涡); U10取5分钟平均峰值48.9"", ""region"": ""澳大利亚西北"", ""representative_event"": ""1996-04-10 TC Olivia, 3秒阵风113.2 m/s (WMO认证), 事件内5分钟平均峰值176 km/h"", ""sample_count"": ""12000"", ""sigma_u_definition"": ""sigma_u=Iu*U10_not_Iu*U_deck"", ""sigma_w_over_sigma_u"": ""0.5"", ""solver_execution_status"": ""NOT_EXECUTED"", ""source"": ""WMO World Weather Extremes Archive; Courtney et al. 2012 AMOJ doi:10.1071/es12001"", ""stationarity"": ""stationary_ok"", ""structural_damping_ratio"": ""0.005"", ""wind_profile"": ""U_deck=U10*ln(60/0.003)/ln(10/0.003)"", ""wind_spectrum"": ""Kaimal""}"
github-event:barrow_olivia_1996,GitHubEvent,"{""scenario_id"": ""barrow_olivia_1996"", ""source_case_index"": 42, ""source_stationarity"": ""stationary_ok""}"
evidence-bundle:C3-barrow_olivia_1996-S20260830,ResultEvidenceBundle,"{""authority_bound"": true, ""c3_response_state"": ""NOT_MATERIALIZED"", ""modal_receipt_bound"": true, ""numerical_response_metrics"": false, ""scope"": ""C3_MODEL_MIGRATION""}"
response:C3-barrow_olivia_1996-S20260830,C3CaseResponse,"{""state"": ""NOT_MATERIALIZED"", ""transferred_numeric_values"": false}"
trace:C3-barrow_olivia_1996-S20260830,AgentTrace,"{""dispatch"": false, ""final_status"": ""NOT_ARMED""}"
legacy-result:barrow_olivia_1996,LegacyResultPointer,"{""case_id"": ""barrow_olivia_1996"", ""source_commit"": ""3b135b2c1a1b5c961ce68a101a0414fa0b525d85"", ""source_file_sha256"": ""e5bb379a64a091e8fdb561c7c4689af345d397677aefdd18322bc54db41d1a49"", ""source_i08_case_id"": ""I08-barrow_olivia_1996-S20260805"", ""source_model"": ""Double-MCT"", ""source_path"": ""catwalk-fem/ccx-results/CW-CCX-GH43-BUF-20260830-I08-double-mct-rom/results/I08_43CASE_MASTER.csv"", ""source_row_key"": ""I08-barrow_olivia_1996-S20260805"", ""use_as_c3_truth"": false}"
decision:C3-barrow_olivia_1996-S20260830:1,AgentDecision,"{""agent"": ""AuthorityAgent"", ""decision"": ""C3_CASE_AUTHORITY_CONFIRMED"", ""facts"": {""c3_order"": 42, ""case_id"": ""barrow_olivia_1996"", ""grade"": ""A"", ""source_case_index"": 42, ""source_i08_case_id"": ""I08-barrow_olivia_1996-S20260805""}, ""status"": ""PASS"", ""step"": 1}"
decision:C3-barrow_olivia_1996-S20260830:2,AgentDecision,"{""agent"": ""SolverEvidenceAgent"", ""decision"": ""C3_MODAL_EVIDENCE_BOUND_CASE_RESPONSE_NOT_MATERIALIZED"", ""facts"": {""case_response"": ""NOT_MATERIALIZED"", ""deck_sha256"": ""667c504770b99d4a3c484a114e16bb7c048c883d3a004f3e10dd71536f33dc86"", ""modal_modes"": 14}, ""status"": ""MODAL_EVIDENCE_ONLY"", ""step"": 2}"
decision:C3-barrow_olivia_1996-S20260830:3,AgentDecision,"{""agent"": ""PhysicsBoundaryAgent"", ""decision"": ""AWAITING_C3_CASE_RESPONSE"", ""facts"": {""c3_layer"": ""L3"", ""c3_stationary_eligible"": true, ""claim"": ""record_only"", ""classification_disposition"": ""UNCHANGED_STATIONARY_ELIGIBLE"", ""legacy_value_transfer"": false, ""source_stationarity"": ""stationary_ok""}, ""status"": ""AWAITING_C3_CASE_RESPONSE"", ""step"": 3}"
decision:C3-barrow_olivia_1996-S20260830:4,AgentDecision,"{""agent"": ""WarningPolicyAgent"", ""decision"": ""NOT_ARMED"", ""facts"": {""c3_response"": ""NOT_MATERIALIZED"", ""dispatch"": false, ""physics_decision"": ""AWAITING_C3_CASE_RESPONSE""}, ""status"": ""NOT_ARMED"", ""step"": 4}"
case:C3-mt_washington_1934-S20260830,C3WindCase,"{""U10_mps"": 72.7, ""c3_case_id"": ""C3-mt_washington_1934-S20260830"", ""c3_claim"": ""record_only"", ""c3_layer"": ""L3"", ""c3_order"": 43, ""c3_response_state"": ""NOT_MATERIALIZED"", ""classification_disposition"": ""UNCHANGED_STATIONARY_ELIGIBLE"", ""grade"": ""A"", ""group"": ""G8_record"", ""gust_mps"": 103.3, ""id"": ""mt_washington_1934"", ""n"": 43, ""name_cn"": ""1934华盛顿山有人值守纪录"", ""source_case_index"": 43, ""source_i08_case_id"": ""I08-mt_washington_1934-S20260805"", ""source_name_cn"": ""华盛顿山1934阵风"", ""source_stationarity"": ""stationary_ok"", ""stationary"": true, ""wind_pressure_index"": 3.492767}"
authority-record:mt_washington_1934,SourceAuthorityRecord,"{""Davenport_C"": ""8.0"", ""Iu"": ""0.15"", ""Kaimal_Lu_m"": ""120.0"", ""Kaimal_Lw_m"": ""60.0"", ""U10_sustained_ms"": ""72.7"", ""U_deck_ms"": ""88.75834318841682"", ""case_index"": ""43"", ""category"": ""local_record"", ""coherence_model"": ""Davenport_exp"", ""confidence"": ""A"", ""derived_seed"": ""20260805"", ""derived_u_component_seed"": ""20260816"", ""derived_w_component_seed"": ""20260834"", ""dt_s"": ""0.05"", ""duration_s"": ""600.0"", ""github_scenario_id"": ""mt_washington_1934"", ""github_seed_status"": ""NOT_PRESENT_IN_GITHUB_SPECTRAL_SWEEP"", ""gust3s_ms"": ""103.3"", ""gust3s_role"": ""METADATA_ONLY_NOT_CONSUMED_BY_WIND_GENERATION"", ""i08_case_id"": ""I08-mt_washington_1934-S20260805"", ""materialization_status"": ""NOT_MATERIALIZED_MATRIX_ONLY"", ""maximum_frequency_hz"": ""5.0"", ""minimum_frequency_hz"": ""0.0016666666666666668"", ""minimum_frequency_policy"": ""GitHub_N_GRID_min_5e-4_Hz_raised_to_1_over_600_for_periodic_600s_record"", ""name_cn"": ""华盛顿山1934阵风"", ""note_cn"": ""山顶站, 不代表10 m平地; U10=103.3/1.42名义"", ""region"": ""美国新罕布什尔(1917 m山顶)"", ""representative_event"": ""1934-04-12 阵风231 mph, 有人值守台站纪录"", ""sample_count"": ""12000"", ""sigma_u_definition"": ""sigma_u=Iu*U10_not_Iu*U_deck"", ""sigma_w_over_sigma_u"": ""0.5"", ""solver_execution_status"": ""NOT_EXECUTED"", ""source"": ""Mount Washington Observatory; WMO archive"", ""stationarity"": ""stationary_ok"", ""structural_damping_ratio"": ""0.005"", ""wind_profile"": ""U_deck=U10*ln(60/0.003)/ln(10/0.003)"", ""wind_spectrum"": ""Kaimal""}"
github-event:mt_washington_1934,GitHubEvent,"{""scenario_id"": ""mt_washington_1934"", ""source_case_index"": 43, ""source_stationarity"": ""stationary_ok""}"
evidence-bundle:C3-mt_washington_1934-S20260830,ResultEvidenceBundle,"{""authority_bound"": true, ""c3_response_state"": ""NOT_MATERIALIZED"", ""modal_receipt_bound"": true, ""numerical_response_metrics"": false, ""scope"": ""C3_MODEL_MIGRATION""}"
response:C3-mt_washington_1934-S20260830,C3CaseResponse,"{""state"": ""NOT_MATERIALIZED"", ""transferred_numeric_values"": false}"
trace:C3-mt_washington_1934-S20260830,AgentTrace,"{""dispatch"": false, ""final_status"": ""NOT_ARMED""}"
legacy-result:mt_washington_1934,LegacyResultPointer,"{""case_id"": ""mt_washington_1934"", ""source_commit"": ""3b135b2c1a1b5c961ce68a101a0414fa0b525d85"", ""source_file_sha256"": ""e5bb379a64a091e8fdb561c7c4689af345d397677aefdd18322bc54db41d1a49"", ""source_i08_case_id"": ""I08-mt_washington_1934-S20260805"", ""source_model"": ""Double-MCT"", ""source_path"": ""catwalk-fem/ccx-results/CW-CCX-GH43-BUF-20260830-I08-double-mct-rom/results/I08_43CASE_MASTER.csv"", ""source_row_key"": ""I08-mt_washington_1934-S20260805"", ""use_as_c3_truth"": false}"
